day,month_of_year,continuous_month,Creator,time_to_collection,quantity_monthly,collect_scheduled_month,postal_code,is_peak_season,dependents_qty,month,longitude,week_of_year,timestamp,client_list,latitude,quantity_weekly,quantity_daily,marker_cluster,quantity
2,23,23,0.181391147,-93,1225,11,T5H 3W3,0,1,11,-113.4916,44,2024-11-02 03:00:00,0.001264679,53.5514,285,2187,812,285
9,11,11,0.181391147,0,592,11,T5G 2B9,0,1,11,-113.5051,45,2023-11-09 04:00:00,0.001505571,53.5705,468,2497,102,468
9,12,12,0.181391147,-30,720,12,T5G 2B9,0,1,12,-113.5051,49,2023-12-09 04:00:00,0.001505571,53.5705,553,2187,102,553
9,11,11,0.181391147,0,592,11,T5G 4R2,0,5,11,-113.5051,45,2023-11-09 04:00:00,0.000782897,53.5705,468,2497,903,468
9,12,12,0.181391147,-30,720,12,T5G 4R2,0,5,12,-113.5051,49,2023-12-09 04:00:00,0.000782897,53.5705,553,2187,903,553
9,13,13,0.181391147,-61,824,1,T5G 4R2,0,5,1,-113.5051,2,2024-01-09 04:00:00,0.000782897,53.5705,368,2438,903,368
9,14,14,0.181391147,-92,855,2,T5G 4R2,0,5,2,-113.5051,6,2024-02-09 04:00:00,0.000782897,53.5705,343,2364,903,343
9,15,15,0.181391147,-121,947,3,T5G 4R2,0,5,3,-113.5051,10,2024-03-09 04:00:00,0.000782897,53.5705,341,2187,903,341
9,16,16,0.181391147,-152,935,4,T5G 4R2,0,5,4,-113.5051,15,2024-04-09 03:00:00,0.000782897,53.5705,276,2438,903,276
9,17,17,0.181391147,-182,1150,5,T5G 4R2,0,5,5,-113.5051,19,2024-05-09 03:00:00,0.000782897,53.5705,278,2497,903,278
