day,month_of_year,continuous_month,Creator,time_to_collection,quantity_monthly,collect_scheduled_month,postal_code,is_peak_season,dependents_qty,month,longitude,week_of_year,timestamp,client_list,latitude,quantity_weekly,quantity_daily,marker_cluster,quantity
27,7,7,0.001023788,179,3,7,T5K 1A4,1,1,7,-113.5103,30,2023-07-27 00:00:00,0.008973201,53.5366,327,2497,511,327
26,8,8,0.001023788,149,7,8,T5K 1A4,1,1,8,-113.5103,34,2023-08-26 00:00:00,0.008973201,53.5366,263,2187,511,263
25,9,9,0.001023788,119,20,9,T5K 1A4,0,1,9,-113.5103,39,2023-09-25 00:00:00,0.008973201,53.5366,308,2834,511,308
25,10,10,0.001023788,89,34,10,T5K 1A4,0,1,10,-113.5103,43,2023-10-25 00:00:00,0.008973201,53.5366,330,2249,511,330
24,11,11,0.001023788,59,592,11,T5K 1A4,0,1,11,-113.5103,47,2023-11-24 00:00:00,0.008973201,53.5366,392,2364,511,392
24,12,12,0.001023788,29,720,12,T5K 1A4,0,1,12,-113.5103,51,2023-12-24 00:00:00,0.008973201,53.5366,404,2038,511,404
23,13,13,0.001023788,-1,824,1,T5K 1A4,0,1,1,-113.5103,4,2024-01-23 00:00:00,0.008973201,53.5366,311,2438,511,311
27,7,7,0.00192713,0,3,7,T5K 1A4,1,1,7,-113.5103,30,2023-07-27 03:00:00,0.008973201,53.5366,327,2497,511,327
26,8,8,0.00192713,-30,7,8,T5K 1A4,1,1,8,-113.5103,34,2023-08-26 03:00:00,0.008973201,53.5366,263,2187,511,263
1,8,8,0.001023788,0,7,8,T5K 1A4,1,1,8,-113.5103,31,2023-08-01 00:00:00,0.008973201,53.5366,398,2438,511,398
31,8,8,0.001023788,-30,7,8,T5K 1A4,1,1,8,-113.5103,35,2023-08-31 00:00:00,0.008973201,53.5366,260,2497,511,260
30,9,9,0.001023788,-60,20,9,T5K 1A4,0,1,9,-113.5103,39,2023-09-30 00:00:00,0.008973201,53.5366,308,2187,511,308
30,10,10,0.001023788,-90,34,10,T5K 1A4,0,1,10,-113.5103,44,2023-10-30 00:00:00,0.008973201,53.5366,285,2834,511,285
22,8,8,6.02e-05,0,7,8,T5H 2Z8,1,1,8,-113.4916,34,2023-08-22 00:00:00,0.000903342,53.5514,263,2438,44,263
23,8,8,0.001023788,0,7,8,T5K 1A4,1,1,8,-113.5103,34,2023-08-23 00:00:00,0.008973201,53.5366,263,2249,511,263
22,9,9,0.001023788,-11,20,9,T5K 1A4,0,1,9,-113.5103,38,2023-09-22 00:00:00,0.008973201,53.5366,271,2364,511,271
22,10,10,0.001023788,-41,34,10,T5K 1A4,0,1,10,-113.5103,42,2023-10-22 00:00:00,0.008973201,53.5366,268,2038,511,268
21,11,11,0.001023788,-71,592,11,T5K 1A4,0,1,11,-113.5103,47,2023-11-21 00:00:00,0.008973201,53.5366,392,2438,511,392
21,12,12,0.001023788,-101,720,12,T5K 1A4,0,1,12,-113.5103,51,2023-12-21 00:00:00,0.008973201,53.5366,404,2497,511,404
7,9,9,0.041975309,0,20,9,T5C 1E8,0,6,9,-113.4549,36,2023-09-07 03:00:00,0.000963565,53.5996,445,2497,47,445
7,10,10,0.041975309,-30,34,10,T5C 1E8,0,6,10,-113.4549,40,2023-10-07 03:00:00,0.000963565,53.5996,368,2187,47,368
7,11,11,0.041975309,0,592,11,T5C 1E8,0,6,11,-113.4549,45,2023-11-07 04:00:00,0.000963565,53.5996,468,2438,47,468
11,9,9,0.440650407,57,20,9,T5K 1A4,0,1,9,-113.5103,37,2023-09-11 03:00:00,0.008973201,53.5366,227,2834,511,227
12,9,9,0.00192713,0,20,9,T6W 0G6,0,5,9,-113.5785,37,2023-09-12 03:00:00,0.00084312,53.4179,227,2438,48,227
13,9,9,0.041975309,0,20,9,T5Z 0N8,0,2,9,-113.4673,37,2023-09-13 03:00:00,0.000722674,53.6365,227,2249,49,227
13,10,10,0.041975309,5,34,10,T5Z 0N8,0,2,10,-113.4673,41,2023-10-13 03:00:00,0.000722674,53.6365,247,2364,49,247
13,11,11,0.041975309,-26,592,11,T5Z 0N8,0,2,11,-113.4673,46,2023-11-13 04:00:00,0.000722674,53.6365,327,2834,49,327
13,12,12,0.041975309,-56,720,12,T5Z 0N8,0,2,12,-113.4673,50,2023-12-13 04:00:00,0.000722674,53.6365,360,2249,49,360
13,13,13,0.041975309,-87,824,1,T5Z 0N8,0,2,1,-113.4673,2,2024-01-13 04:00:00,0.000722674,53.6365,368,2187,49,368
13,14,14,0.041975309,-118,855,2,T5Z 0N8,0,2,2,-113.4673,7,2024-02-13 04:00:00,0.000722674,53.6365,250,2438,49,250
13,15,15,0.041975309,-147,947,3,T5Z 0N8,0,2,3,-113.4673,11,2024-03-13 03:00:00,0.000722674,53.6365,256,2249,49,256
13,16,16,0.041975309,-178,935,4,T5Z 0N8,0,2,4,-113.4673,15,2024-04-13 03:00:00,0.000722674,53.6365,276,2187,49,276
13,17,17,0.041975309,-208,1150,5,T5Z 0N8,0,2,5,-113.4673,20,2024-05-13 03:00:00,0.000722674,53.6365,260,2834,49,260
13,18,18,0.041975309,-239,1503,6,T5Z 0N8,1,2,6,-113.4673,24,2024-06-13 03:00:00,0.000722674,53.6365,349,2497,49,349
13,19,19,0.041975309,-269,1434,7,T5Z 0N8,1,2,7,-113.4673,28,2024-07-13 03:00:00,0.000722674,53.6365,250,2187,49,250
13,20,20,0.041975309,-300,1298,8,T5Z 0N8,1,2,8,-113.4673,33,2024-08-13 03:00:00,0.000722674,53.6365,234,2438,49,234
14,9,9,0.041975309,34,20,9,T5Y 2Z7,0,3,9,-113.3614,37,2023-09-14 03:00:00,0.000662451,53.6585,227,2497,50,227
14,10,10,0.041975309,4,34,10,T5Y 2Z7,0,3,10,-113.3614,41,2023-10-14 03:00:00,0.000662451,53.6585,247,2187,50,247
14,11,11,0.041975309,0,592,11,T5Y 2Z7,0,3,11,-113.3614,46,2023-11-14 04:00:00,0.000662451,53.6585,327,2438,50,327
14,12,12,0.041975309,0,720,12,T5Y 2Z7,0,3,12,-113.3614,50,2023-12-14 04:00:00,0.000662451,53.6585,360,2497,50,360
14,14,14,0.041975309,6,855,2,T5Y 2Z7,0,3,2,-113.3614,7,2024-02-14 04:00:00,0.000662451,53.6585,250,2249,50,250
14,15,15,0.041975309,11,947,3,T5Y 2Z7,0,3,3,-113.3614,11,2024-03-14 03:00:00,0.000662451,53.6585,256,2497,50,256
14,9,9,0.041975309,35,20,9,T5X 3R3,0,5,9,-113.5245,37,2023-09-14 03:00:00,0.001023788,53.6313,227,2497,51,227
14,10,10,0.041975309,5,34,10,T5X 3R3,0,5,10,-113.5245,41,2023-10-14 03:00:00,0.001023788,53.6313,247,2187,51,247
14,9,9,0.041975309,35,20,9,T5Z 0L4,0,1,9,-113.4673,37,2023-09-14 03:00:00,0.000722674,53.6365,227,2497,52,227
14,10,10,0.041975309,4,34,10,T5Z 0L4,0,1,10,-113.4673,41,2023-10-14 03:00:00,0.000722674,53.6365,247,2187,52,247
14,11,11,0.041975309,-27,592,11,T5Z 0L4,0,1,11,-113.4673,46,2023-11-14 04:00:00,0.000722674,53.6365,327,2438,52,327
14,12,12,0.041975309,-57,720,12,T5Z 0L4,0,1,12,-113.4673,50,2023-12-14 04:00:00,0.000722674,53.6365,360,2497,52,360
14,13,13,0.041975309,-88,824,1,T5Z 0L4,0,1,1,-113.4673,2,2024-01-14 04:00:00,0.000722674,53.6365,368,2038,52,368
14,14,14,0.041975309,-119,855,2,T5Z 0L4,0,1,2,-113.4673,7,2024-02-14 04:00:00,0.000722674,53.6365,250,2249,52,250
14,15,15,0.041975309,-148,947,3,T5Z 0L4,0,1,3,-113.4673,11,2024-03-14 03:00:00,0.000722674,53.6365,256,2497,52,256
14,16,16,0.041975309,-179,935,4,T5Z 0L4,0,1,4,-113.4673,15,2024-04-14 03:00:00,0.000722674,53.6365,276,2038,52,276
14,17,17,0.041975309,0,1150,5,T5Z 0L4,0,1,5,-113.4673,20,2024-05-14 03:00:00,0.000722674,53.6365,260,2438,52,260
14,18,18,0.041975309,-31,1503,6,T5Z 0L4,1,1,6,-113.4673,24,2024-06-14 03:00:00,0.000722674,53.6365,349,2364,52,349
14,19,19,0.041975309,-61,1434,7,T5Z 0L4,1,1,7,-113.4673,28,2024-07-14 03:00:00,0.000722674,53.6365,250,2038,52,250
14,20,20,0.041975309,-92,1298,8,T5Z 0L4,1,1,8,-113.4673,33,2024-08-14 03:00:00,0.000722674,53.6365,234,2249,52,234
14,9,9,0.041975309,33,20,9,T5E 2T2,0,6,9,-113.4465,37,2023-09-14 03:00:00,0.000963565,53.7454,227,2497,53,227
14,10,10,0.041975309,3,34,10,T5E 2T2,0,6,10,-113.4465,41,2023-10-14 03:00:00,0.000963565,53.7454,247,2187,53,247
14,9,9,0.041975309,33,20,9,T5E 2W3,0,6,9,-113.4465,37,2023-09-14 03:00:00,0.000963565,53.7454,227,2497,54,227
14,10,10,0.041975309,3,34,10,T5E 2W3,0,6,10,-113.4465,41,2023-10-14 03:00:00,0.000963565,53.7454,247,2187,54,247
18,11,11,0.041975309,3,592,11,T5X 3R3,0,9,11,-113.5245,46,2023-11-18 04:00:00,0.000481783,53.6313,327,2187,55,327
18,12,12,0.041975309,0,720,12,T5X 3R3,0,9,12,-113.5245,51,2023-12-18 04:00:00,0.000481783,53.6313,404,2834,55,404
25,9,9,0.041975309,0,20,9,T5X 2J3,0,1,9,-113.5245,39,2023-09-25 03:00:00,0.001686239,53.6313,308,2834,55,308
25,10,10,0.041975309,5,34,10,T5X 2J3,0,1,10,-113.5245,43,2023-10-25 03:00:00,0.001686239,53.6313,330,2249,55,330
25,9,9,0.041975309,0,20,9,T5X 2P9,0,4,9,-113.5245,39,2023-09-25 03:00:00,0.001144234,53.6313,308,2834,55,308
25,9,9,0.041975309,0,20,9,T5X 2J3,0,6,9,-113.5245,39,2023-09-25 03:00:00,0.001023788,53.6313,308,2834,49,308
25,9,9,0.041975309,0,20,9,T5E 2W4,0,5,9,-113.4465,39,2023-09-25 03:00:00,0.001084011,53.7454,308,2834,57,308
25,10,10,0.041975309,0,34,10,T5E 2W4,0,5,10,-113.4465,43,2023-10-25 03:00:00,0.001084011,53.7454,330,2249,57,330
27,9,9,0.041975309,0,20,9,T5E 3M6,0,1,9,-113.4465,39,2023-09-27 03:00:00,0.001084011,53.7454,308,2249,58,308
27,10,10,0.041975309,-30,34,10,T5E 3M6,0,1,10,-113.4465,43,2023-10-27 03:00:00,0.001084011,53.7454,330,2364,58,330
27,11,11,0.041975309,0,592,11,T5E 3M6,0,1,11,-113.4465,48,2023-11-27 04:00:00,0.001084011,53.7454,470,2834,58,470
27,9,9,0.041975309,0,20,9,T5B 4K1,0,3,9,-113.3369,39,2023-09-27 03:00:00,0.000903342,53.7353,308,2249,60,308
27,10,10,0.041975309,-30,34,10,T5B 4K1,0,3,10,-113.3369,43,2023-10-27 03:00:00,0.000903342,53.7353,330,2364,60,330
27,11,11,0.041975309,0,592,11,T5B 4K1,0,3,11,-113.3369,48,2023-11-27 04:00:00,0.000903342,53.7353,470,2834,60,470
27,9,9,0.041975309,0,20,9,T5H 2X8,0,2,9,-113.4916,39,2023-09-27 03:00:00,0.001023788,53.5514,308,2249,61,308
27,10,10,0.041975309,-11,34,10,T5H 2X8,0,2,10,-113.4916,43,2023-10-27 03:00:00,0.001023788,53.5514,330,2364,61,330
27,11,11,0.041975309,0,592,11,T5H 2X8,0,2,11,-113.4916,48,2023-11-27 04:00:00,0.001023788,53.5514,470,2834,61,470
27,9,9,0.00192713,0,20,9,T5C 3H8,0,1,9,-113.4549,39,2023-09-27 03:00:00,0.00084312,53.5996,308,2249,59,308
27,10,10,0.00192713,-30,34,10,T5C 3H8,0,1,10,-113.4549,43,2023-10-27 03:00:00,0.00084312,53.5996,330,2364,59,330
27,11,11,0.00192713,0,592,11,T5C 3H8,0,1,11,-113.4549,48,2023-11-27 04:00:00,0.00084312,53.5996,470,2834,59,470
27,12,12,0.00192713,-30,720,12,T5C 3H8,0,1,12,-113.4549,52,2023-12-27 04:00:00,0.00084312,53.5996,363,2249,59,363
27,13,13,0.00192713,-61,824,1,T5C 3H8,0,1,1,-113.4549,4,2024-01-27 04:00:00,0.00084312,53.5996,311,2187,59,311
27,14,14,0.00192713,-14,855,2,T5C 3H8,0,1,2,-113.4549,9,2024-02-27 04:00:00,0.00084312,53.5996,287,2438,59,287
27,15,15,0.00192713,-12,947,3,T5C 3H8,0,1,3,-113.4549,13,2024-03-27 03:00:00,0.00084312,53.5996,220,2249,59,220
27,16,16,0.00192713,5,935,4,T5C 3H8,0,1,4,-113.4549,17,2024-04-27 03:00:00,0.00084312,53.5996,221,2187,59,221
27,17,17,0.00192713,11,1150,5,T5C 3H8,0,1,5,-113.4549,22,2024-05-27 03:00:00,0.00084312,53.5996,304,2834,59,304
27,18,18,0.00192713,-20,1503,6,T5C 3H8,1,1,6,-113.4549,26,2024-06-27 03:00:00,0.00084312,53.5996,386,2497,59,386
27,19,19,0.00192713,-50,1434,7,T5C 3H8,1,1,7,-113.4549,30,2024-07-27 03:00:00,0.00084312,53.5996,327,2187,59,327
27,20,20,0.00192713,-81,1298,8,T5C 3H8,1,1,8,-113.4549,35,2024-08-27 03:00:00,0.00084312,53.5996,260,2438,59,260
27,21,21,0.00192713,-112,1270,9,T5C 3H8,0,1,9,-113.4549,39,2024-09-27 03:00:00,0.00084312,53.5996,308,2364,59,308
4,10,10,0.041975309,0,34,10,T6E 2T3,0,1,10,-113.4802,40,2023-10-04 03:00:00,0.000963565,53.4914,368,2249,2156,368
4,11,11,0.041975309,-31,592,11,T6E 2T3,0,1,11,-113.4802,44,2023-11-04 03:00:00,0.000963565,53.4914,285,2187,2156,285
4,12,12,0.041975309,0,720,12,T6E 2T3,0,1,12,-113.4802,49,2023-12-04 04:00:00,0.000963565,53.4914,553,2834,2156,553
13,11,11,0.041975309,-12,592,11,T6M 1B4,0,6,11,-113.6546,46,2023-11-13 04:00:00,0.000361337,53.4593,327,2834,2157,327
13,12,12,0.041975309,-42,720,12,T6M 1B4,0,6,12,-113.6546,50,2023-12-13 04:00:00,0.000361337,53.4593,360,2249,2157,360
13,13,13,0.041975309,-73,824,1,T6M 1B4,0,6,1,-113.6546,2,2024-01-13 04:00:00,0.000361337,53.4593,368,2187,2157,368
13,14,14,0.041975309,-104,855,2,T6M 1B4,0,6,2,-113.6546,7,2024-02-13 04:00:00,0.000361337,53.4593,250,2438,2157,250
13,15,15,0.041975309,-133,947,3,T6M 1B4,0,6,3,-113.6546,11,2024-03-13 03:00:00,0.000361337,53.4593,256,2249,2157,256
13,16,16,0.041975309,-164,935,4,T6M 1B4,0,6,4,-113.6546,15,2024-04-13 03:00:00,0.000361337,53.4593,276,2187,2157,276
19,10,10,0.181391147,0,34,10,T6K 1R7,0,2,10,-113.4519,42,2023-10-19 03:00:00,0.000722674,53.4609,268,2497,2158,268
19,11,11,0.181391147,-31,592,11,T6K 1R7,0,2,11,-113.4519,46,2023-11-19 04:00:00,0.000722674,53.4609,327,2038,2158,327
19,12,12,0.181391147,0,720,12,T6K 1R7,0,2,12,-113.4519,51,2023-12-19 04:00:00,0.000722674,53.4609,404,2438,2158,404
19,13,13,0.181391147,-31,824,1,T6K 1R7,0,2,1,-113.4519,3,2024-01-19 04:00:00,0.000722674,53.4609,307,2364,2158,307
19,14,14,0.181391147,-62,855,2,T6K 1R7,0,2,2,-113.4519,8,2024-02-19 04:00:00,0.000722674,53.4609,282,2834,2158,282
19,15,15,0.181391147,-91,947,3,T6K 1R7,0,2,3,-113.4519,12,2024-03-19 03:00:00,0.000722674,53.4609,237,2438,2158,237
19,16,16,0.181391147,-122,935,4,T6K 1R7,0,2,4,-113.4519,16,2024-04-19 03:00:00,0.000722674,53.4609,225,2364,2158,225
19,17,17,0.181391147,-152,1150,5,T6K 1R7,0,2,5,-113.4519,20,2024-05-19 03:00:00,0.000722674,53.4609,260,2038,2158,260
19,18,18,0.181391147,-183,1503,6,T6K 1R7,1,2,6,-113.4519,25,2024-06-19 03:00:00,0.000722674,53.4609,327,2249,2158,327
19,19,19,0.181391147,-213,1434,7,T6K 1R7,1,2,7,-113.4519,29,2024-07-19 03:00:00,0.000722674,53.4609,313,2364,2158,313
19,20,20,0.181391147,-244,1298,8,T6K 1R7,1,2,8,-113.4519,34,2024-08-19 03:00:00,0.000722674,53.4609,263,2834,2158,263
19,21,21,0.181391147,-275,1270,9,T6K 1R7,0,2,9,-113.4519,38,2024-09-19 03:00:00,0.000722674,53.4609,271,2497,2158,271
19,10,10,0.181391147,0,34,10,T5X 2J3,0,6,10,-113.5245,42,2023-10-19 03:00:00,0.001023788,53.6313,268,2497,49,268
19,10,10,0.041975309,0,34,10,T5X 2J3,0,6,10,-113.5245,42,2023-10-19 03:00:00,0.001084011,53.6313,268,2497,2158,268
23,10,10,0.047877145,-4,34,10,T5H 3B8,0,1,10,-113.4916,43,2023-10-23 03:00:00,0.000782897,53.5514,330,2834,1316,330
23,11,11,0.047877145,0,592,11,T5H 3B8,0,1,11,-113.4916,47,2023-11-23 04:00:00,0.000782897,53.5514,392,2497,1316,392
23,12,12,0.047877145,-30,720,12,T5H 3B8,0,1,12,-113.4916,51,2023-12-23 04:00:00,0.000782897,53.5514,404,2187,1316,404
23,13,13,0.047877145,-61,824,1,T5H 3B8,0,1,1,-113.4916,4,2024-01-23 04:00:00,0.000782897,53.5514,311,2438,1316,311
23,14,14,0.047877145,-92,855,2,T5H 3B8,0,1,2,-113.4916,8,2024-02-23 04:00:00,0.000782897,53.5514,282,2364,1316,282
23,15,15,0.047877145,-121,947,3,T5H 3B8,0,1,3,-113.4916,12,2024-03-23 03:00:00,0.000782897,53.5514,237,2187,1316,237
23,16,16,0.047877145,-152,935,4,T5H 3B8,0,1,4,-113.4916,17,2024-04-23 03:00:00,0.000782897,53.5514,221,2438,1316,221
23,17,17,0.047877145,-182,1150,5,T5H 3B8,0,1,5,-113.4916,21,2024-05-23 03:00:00,0.000782897,53.5514,293,2497,1316,293
23,18,18,0.047877145,-213,1503,6,T5H 3B8,1,1,6,-113.4916,25,2024-06-23 03:00:00,0.000782897,53.5514,327,2038,1316,327
23,19,19,0.047877145,-243,1434,7,T5H 3B8,1,1,7,-113.4916,30,2024-07-23 03:00:00,0.000782897,53.5514,327,2438,1316,327
23,20,20,0.047877145,-274,1298,8,T5H 3B8,1,1,8,-113.4916,34,2024-08-23 03:00:00,0.000782897,53.5514,263,2364,1316,263
23,21,21,0.047877145,-305,1270,9,T5H 3B8,0,1,9,-113.4916,39,2024-09-23 03:00:00,0.000782897,53.5514,308,2834,1316,308
23,22,22,0.047877145,-335,1263,10,T5H 3B8,0,1,10,-113.4916,43,2024-10-23 03:00:00,0.000782897,53.5514,330,2249,1316,330
23,10,10,0.041975309,0,34,10,T6H 5J1,0,2,10,-113.4585,43,2023-10-23 03:00:00,0.000963565,53.3753,330,2834,2158,330
23,11,11,0.041975309,-31,592,11,T6H 5J1,0,2,11,-113.4585,47,2023-11-23 04:00:00,0.000963565,53.3753,392,2497,2158,392
23,12,12,0.041975309,-61,720,12,T6H 5J1,0,2,12,-113.4585,51,2023-12-23 04:00:00,0.000963565,53.3753,404,2187,2158,404
23,10,10,0.041975309,0,34,10,T6H 0L2,0,7,10,-113.4585,43,2023-10-23 03:00:00,0.001565793,53.3753,330,2834,2159,330
23,11,11,0.041975309,0,592,11,T6H 0L2,0,7,11,-113.4585,47,2023-11-23 04:00:00,0.001565793,53.3753,392,2497,2159,392
24,10,10,0.047877145,30,34,10,T5C 0R7,0,4,10,-113.4549,43,2023-10-24 03:00:00,0.001023788,53.5996,330,2438,2160,330
24,10,10,0.047877145,30,34,10,T5A 4M4,0,4,10,-113.4077,43,2023-10-24 03:00:00,0.001023788,53.5931,330,2438,2160,330
24,12,12,0.047877145,-31,720,12,T5A 4M4,0,4,12,-113.4077,51,2023-12-24 04:00:00,0.001023788,53.5931,404,2038,2160,404
24,11,11,0.041975309,-1,592,11,T5X 2J3,0,5,11,-113.5245,47,2023-11-24 02:00:00,0.001144234,53.6313,392,2364,2160,392
25,10,10,0.181391147,0,34,10,T5A 3S9,0,5,10,-113.4077,43,2023-10-25 03:00:00,0.001084011,53.5931,330,2249,151,330
25,11,11,0.181391147,-31,592,11,T5A 3S9,0,5,11,-113.4077,47,2023-11-25 04:00:00,0.001084011,53.5931,392,2187,151,392
25,10,10,0.041975309,0,34,10,T5C 0B2,0,1,10,-113.4549,43,2023-10-25 01:00:00,0.001023788,53.5996,330,2249,2160,330
29,15,15,0.041975309,-1,947,3,T5C 0B2,0,1,3,-113.4549,13,2024-03-29 01:00:00,0.001023788,53.5996,220,2364,2160,220
4,18,18,0.041975309,-13,1503,6,T5C 0B2,1,1,6,-113.4549,23,2024-06-04 01:00:00,0.001023788,53.5996,424,2438,2160,424
8,18,18,0.041975309,-38,1503,6,T5C 0B2,1,1,6,-113.4549,23,2024-06-08 01:00:00,0.001023788,53.5996,424,2187,2160,424
13,19,19,0.041975309,-136,1434,7,T5C 0B2,1,1,7,-113.4549,28,2024-07-13 01:00:00,0.001023788,53.5996,250,2187,2160,250
11,20,20,0.041975309,-136,1298,8,T5C 0B2,1,1,8,-113.4549,32,2024-08-11 01:00:00,0.001023788,53.5996,335,2038,2160,335
4,19,19,0.041975309,-2,1434,7,T5C 0B2,1,1,7,-113.4549,27,2024-07-04 01:00:00,0.001023788,53.5996,428,2497,2160,428
3,20,20,0.041975309,17,1298,8,T5C 0B2,1,1,8,-113.4549,31,2024-08-03 01:00:00,0.001023788,53.5996,398,2187,2160,398
3,21,21,0.041975309,-14,1270,9,T5C 0B2,0,1,9,-113.4549,36,2024-09-03 01:00:00,0.001023788,53.5996,445,2438,2160,445
3,22,22,0.041975309,-44,1263,10,T5C 0B2,0,1,10,-113.4549,40,2024-10-03 01:00:00,0.001023788,53.5996,368,2497,2160,368
3,23,23,0.041975309,-75,1225,11,T5C 0B2,0,1,11,-113.4549,44,2024-11-03 01:00:00,0.001023788,53.5996,285,2038,2160,285
4,24,24,0.041975309,-106,1001,12,T5C 0B2,0,1,12,-113.4549,49,2024-12-04 02:00:00,0.001023788,53.5996,553,2249,2160,553
25,10,10,0.181391147,0,34,10,T5C 0B2,0,1,10,-113.4549,43,2023-10-25 03:00:00,0.001023788,53.5996,330,2249,2160,330
25,10,10,0.029027401,0,34,10,T5X 2J3,0,5,10,-113.5245,43,2023-10-25 03:00:00,0.001144234,53.6313,330,2249,2160,330
25,10,10,0.002047576,0,34,10,T5X 2P9,0,4,10,-113.5245,43,2023-10-25 03:00:00,0.001144234,53.6313,330,2249,55,330
25,10,10,0.181391147,0,34,10,T5E 0P7,0,5,10,-113.4465,43,2023-10-25 03:00:00,0.001144234,53.7454,330,2249,875,330
25,11,11,0.181391147,-31,592,11,T5E 0P7,0,5,11,-113.4465,47,2023-11-25 04:00:00,0.001144234,53.7454,392,2187,875,392
26,10,10,0.047877145,0,34,10,T5T 3S5,0,4,10,-113.6579,43,2023-10-26 03:00:00,0.001505571,53.5185,330,2497,2160,330
26,12,12,0.047877145,-61,720,12,T5T 3S5,0,4,12,-113.6579,52,2023-12-26 04:00:00,0.001505571,53.5185,363,2438,2160,363
26,10,10,0.047877145,0,34,10,T5Z 3H4,0,4,10,-113.4673,43,2023-10-26 03:00:00,0.000782897,53.6365,330,2497,2160,330
26,11,11,0.047877145,-31,592,11,T5Z 3H4,0,4,11,-113.4673,47,2023-11-26 04:00:00,0.000782897,53.6365,392,2038,2160,392
26,12,12,0.047877145,-61,720,12,T5Z 3H4,0,4,12,-113.4673,52,2023-12-26 04:00:00,0.000782897,53.6365,363,2438,2160,363
26,13,13,0.047877145,-92,824,1,T5Z 3H4,0,4,1,-113.4673,4,2024-01-26 04:00:00,0.000782897,53.6365,311,2364,2160,311
26,14,14,0.047877145,0,855,2,T5Z 3H4,0,4,2,-113.4673,9,2024-02-26 04:00:00,0.000782897,53.6365,287,2834,2160,287
26,15,15,0.047877145,0,947,3,T5Z 3H4,0,4,3,-113.4673,13,2024-03-26 03:00:00,0.000782897,53.6365,220,2438,2160,220
26,16,16,0.047877145,-31,935,4,T5Z 3H4,0,4,4,-113.4673,17,2024-04-26 03:00:00,0.000782897,53.6365,221,2364,2160,221
26,17,17,0.047877145,-61,1150,5,T5Z 3H4,0,4,5,-113.4673,21,2024-05-26 03:00:00,0.000782897,53.6365,293,2038,2160,293
26,18,18,0.047877145,-92,1503,6,T5Z 3H4,1,4,6,-113.4673,26,2024-06-26 03:00:00,0.000782897,53.6365,386,2249,2160,386
26,19,19,0.047877145,-122,1434,7,T5Z 3H4,1,4,7,-113.4673,30,2024-07-26 03:00:00,0.000782897,53.6365,327,2364,2160,327
26,20,20,0.047877145,-153,1298,8,T5Z 3H4,1,4,8,-113.4673,35,2024-08-26 03:00:00,0.000782897,53.6365,260,2834,2160,260
26,21,21,0.047877145,-184,1270,9,T5Z 3H4,0,4,9,-113.4673,39,2024-09-26 03:00:00,0.000782897,53.6365,308,2497,2160,308
26,22,22,0.047877145,-214,1263,10,T5Z 3H4,0,4,10,-113.4673,43,2024-10-26 03:00:00,0.000782897,53.6365,330,2187,2160,330
1,11,11,0.047877145,0,592,11,T5X 2G6,0,5,11,-113.5245,44,2023-11-01 03:00:00,0.000963565,53.6313,285,2249,2162,285
1,11,11,0.181391147,0,592,11,T6K 3K2,0,1,11,-113.4519,44,2023-11-01 03:00:00,0.000963565,53.4609,285,2249,1149,285
1,11,11,0.181391147,0,592,11,T5H 2Y9,0,1,11,-113.4916,44,2023-11-01 03:00:00,0.000782897,53.5514,285,2249,1008,285
1,12,12,0.181391147,-30,720,12,T5H 2Y9,0,1,12,-113.4916,48,2023-12-01 04:00:00,0.000782897,53.5514,470,2364,1008,470
1,13,13,0.181391147,-61,824,1,T5H 2Y9,0,1,1,-113.4916,1,2024-01-01 04:00:00,0.000782897,53.5514,366,2834,1008,366
1,14,14,0.181391147,-92,855,2,T5H 2Y9,0,1,2,-113.4916,5,2024-02-01 04:00:00,0.000782897,53.5514,286,2497,1008,286
1,15,15,0.181391147,-121,947,3,T5H 2Y9,0,1,3,-113.4916,9,2024-03-01 04:00:00,0.000782897,53.5514,287,2364,1008,287
1,16,16,0.181391147,-152,935,4,T5H 2Y9,0,1,4,-113.4916,14,2024-04-01 03:00:00,0.000782897,53.5514,224,2834,1008,224
1,17,17,0.181391147,-182,1150,5,T5H 2Y9,0,1,5,-113.4916,18,2024-05-01 03:00:00,0.000782897,53.5514,292,2249,1008,292
1,18,18,0.181391147,-213,1503,6,T5H 2Y9,1,1,6,-113.4916,22,2024-06-01 03:00:00,0.000782897,53.5514,304,2187,1008,304
1,19,19,0.181391147,-243,1434,7,T5H 2Y9,1,1,7,-113.4916,27,2024-07-01 03:00:00,0.000782897,53.5514,428,2834,1008,428
1,20,20,0.181391147,-274,1298,8,T5H 2Y9,1,1,8,-113.4916,31,2024-08-01 03:00:00,0.000782897,53.5514,398,2497,1008,398
1,21,21,0.181391147,-305,1270,9,T5H 2Y9,0,1,9,-113.4916,35,2024-09-01 03:00:00,0.000782897,53.5514,260,2038,1008,260
1,22,22,0.181391147,-335,1263,10,T5H 2Y9,0,1,10,-113.4916,40,2024-10-01 03:00:00,0.000782897,53.5514,368,2438,1008,368
1,23,23,0.181391147,-366,1225,11,T5H 2Y9,0,1,11,-113.4916,44,2024-11-01 03:00:00,0.000782897,53.5514,285,2364,1008,285
1,11,11,0.181391147,0,592,11,T5C 3C4,0,8,11,-113.4549,44,2023-11-01 03:00:00,0.000903342,53.5996,285,2249,1925,285
